Trans Date,Post Date,Description,Category,Charge,Credit
6/19/17,6/19/17,PURCHASE RETURN AUTHORIZED ON 06/16 COLADA SHOP 2 202-332-8800 DC S617170552860767 CARD 3435,Dining,,8.8
6/16/17,6/16/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-4,
6/16/17,6/16/17,Hello Digit Inc. Savings -yB25aJmvzZyxrn Brittany Mayes,Savings,-3.34,
6/16/17,6/16/17,Longford Managem WEB PMTS 061617 9Q4P2 Brittany Mayes,Bills,-737.5,
6/16/17,6/16/17,PURCHASE AUTHORIZED ON 06/15 CVS/PHARM 02278--6400 Alexandria VA P00000000931243468 CARD 3435,Shopping,-10.59,
6/16/17,6/16/17,PURCHASE AUTHORIZED ON 06/15 IMPARK00510137A WASHINGTON DC S587166750652085 CARD 3435,Transportation,-12,
6/15/17,6/15/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-1,
6/15/17,6/15/17,PURCHASE AUTHORIZED ON 06/15 TRADER JOE'S # 651 SPRINGFIELD VA P00387166783482975 CARD 3435,Grocery,-12.69,
6/15/17,6/15/17,NATL PUB RADIO PAYROLL 170613 XXXXX0379 Mayes Brittany,Paycheck,,1580.83
6/14/17,6/14/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-4,
6/14/17,6/14/17,Hello Digit Inc. Savings Zy94RPS-DGbJx9N Brittany Mayes,Savings,-2.36,
6/14/17,6/14/17,PURCHASE AUTHORIZED ON 06/14 SAFEWAY STORE 2737 Washington DC P00000000781938585 CARD 3435,Grocery,-19.17,
6/14/17,6/14/17,PURCHASE AUTHORIZED ON 06/13 SQ *INDIGO - INDIA WASHINGTON DC S387164808995608 CARD 3435,Dining,-37.9,
6/14/17,6/14/17,PURCHASE AUTHORIZED ON 06/12 SEASONS CULINARY S WASHINGTON DC S467163472806415 CARD 3435,Dining,-2.32,
6/13/17,6/13/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-1,
6/13/17,6/13/17,Hello Digit Inc. Savings b1ZszSuePMbklbi Brittany Mayes,Savings,-4.26,
6/12/17,6/12/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-6,
6/12/17,6/12/17,Hello Digit Inc. Savings -kptyMikvMW1xTF Brittany Mayes,Savings,-13.28,
6/12/17,6/12/17,PURCHASE AUTHORIZED ON 06/11 TAQUERIA HABANERO WASHINGTON DC S467162021865002 CARD 3435,Dining,-24,
6/12/17,6/12/17,PURCHASE AUTHORIZED ON 06/10 13TH STREET MARKET WASHINGTON DC S007161804617885 CARD 3435,Grocery,-21.98,
6/12/17,6/12/17,PURCHASE AUTHORIZED ON 06/10 CHIPOTLE 1390 WASHINGTON DC S307161646525985 CARD 3435,Dining,-11.25,
6/12/17,6/12/17,PURCHASE AUTHORIZED ON 06/09 CALIBURGER - DC WASHINGTON DC S467160802159454 CARD 3435,Dining,-9.2,
6/12/17,6/12/17,PURCHASE AUTHORIZED ON 06/09 HARRIS TEETER #352 WASHINGTON DC S387160633877778 CARD 3435,Grocery,-8.17,
6/9/17,6/9/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-2,
6/9/17,6/9/17,Hello Digit Inc. Savings bJYYzYXpUMZyeFK Brittany Mayes,Savings,-6.05,
6/9/17,6/9/17,PURCHASE AUTHORIZED ON 06/08 SQ *RAWR SUSHI SPRINGFIELD VA S587159779082193 CARD 3435,Dining,-22,
6/8/17,6/8/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-7,
6/8/17,6/8/17,Hello Digit Inc. Savings ZJePlL8h8zbyeeD Brittany Mayes,Savings,-18.33,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/07 & PIZZA CHINATOWN WASHINGTON DC S387159072220307 CARD 3435,Dining,-10.5,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/07 IMPARK00510137A WASHINGTON DC S467158775495867 CARD 3435,Transportation,-12,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/07 POTBELLY #233 WASHINGTON DC S587158637800632 CARD 3435,Dining,-10.23,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/06 TED'S BULLETIN WASHINGTON DC S387157829848452 CARD 3435,Dining,-28,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/06 TED'S BULLETIN WASHINGTON DC S467157791496584 CARD 3435,Dining,-10,
6/8/17,6/8/17,PURCHASE AUTHORIZED ON 06/07 WWW.MYKIOSKCARD.CO 206-737-9149 WA S467157500876519 CARD 3435,Dining,-10,
6/7/17,6/7/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-4,
6/7/17,6/7/17,Hello Digit Inc. Savings bJTkVQYoIfWkxp1 Brittany Mayes,Savings,-13.31,
6/7/17,6/7/17,PURCHASE AUTHORIZED ON 06/05 CHICK-FIL-A #03400 WASHINGTON DC S467157015851057 CARD 3435,Dining,-4.39,
6/7/17,6/7/17,PURCHASE AUTHORIZED ON 06/06 Thip Khao Washington DC S307157003665251 CARD 3435,Dining,-33,
6/7/17,6/7/17,PURCHASE AUTHORIZED ON 06/06 TST* MANDU - K STR WASHINGTON DC S307156627724718 CARD 3435,Dining,-80,
6/7/17,6/7/17,VENMO CASHOUT XXXXX7736 BRITTANY MAYES,Transfer,,121.17
6/6/17,6/6/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-4,
6/6/17,6/6/17,Hello Digit Inc. Savings byyLUg2qLGbylJU Brittany Mayes,Savings,-54.52,
6/6/17,6/6/17,NFCU ACH PAYMENT 170605 789925850000002 BRITTANY MAYES,Payment,-158,
6/6/17,6/6/17,PURCHASE AUTHORIZED ON 06/05 IMPARK00510137A WASHINGTON DC S587156788643218 CARD 3435,Transportation,-12,
6/6/17,6/6/17,PURCHASE AUTHORIZED ON 06/04 JIFFY LUBE LIVE BRISTOW VA S387156028400016 CARD 3435,Entertainment,-7.5,
6/5/17,6/5/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-12,
6/5/17,6/5/17,Hello Digit Inc. Savings ZkdDHaRFLf-ylOv Brittany Mayes,Savings,-13.74,
6/5/17,6/5/17,Longford Managem WEB PMTS 060517 PL632 Brittany Mayes,Bills,-737.5,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/05 TARGET T- 3100 14th St Washington DC P00000000371785910 CARD 3435,Shopping,-18.96,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/04 PAYPAL *FUCHSIAMED 402-935-7733 CA S307155457822028 CARD 3435,Shopping,-19.36,
6/5/17,6/5/17,RECURRING PAYMENT AUTHORIZED ON 06/04 CAPITAL BIKE SHARE 866-576-9171 DC S387155147804440 CARD 3435,Transportation,-2,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/03 LYFT *RIDE FRI 9 LYFT.COM CA S467155069203902 CARD 3435,Transportation,-3.97,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/03 STACHOWSKI MARKET ARLINGTON VA S587154738740256 CARD 3435,Dining,-1.99,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/03 STACHOWSKI MARKET ARLINGTON VA S307154723109574 CARD 3435,Dining,-16.86,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/03 CAPITAL BIKE SHARE 866-576-9171 DC S467154655938633 CARD 3435,Transportation,-2,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/02 LYFT *RIDE FRI 8 LYFT.COM CA S307154051069971 CARD 3435,Transportation,-7.11,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/02 CALIBURGER - DC WASHINGTON DC S387154009093367 CARD 3435,Dining,-10,
6/5/17,6/5/17,PURCHASE AUTHORIZED ON 06/02 SQ *INDIGO - INDIA WASHINGTON DC S387153584469457 CARD 3435,Dining,-22.14,
6/2/17,6/2/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-5,
6/2/17,6/2/17,Hello Digit Inc. Savings ZJFiUODw8fb1xYj Brittany Mayes,Savings,-5.33,
6/2/17,6/2/17,PURCHASE AUTHORIZED ON 06/01 IMPARK00510137A WASHINGTON DC S387152734881676 CARD 3435,Transportation,-10.5,
6/2/17,6/2/17,PURCHASE AUTHORIZED ON 06/01 POTBELLY #233 WASHINGTON DC S387152588258541 CARD 3435,Dining,-5.61,
6/2/17,6/2/17,PURCHASE AUTHORIZED ON 05/31 LYFT *RIDE WED 1 LYFT.COM CA S387152125929026 CARD 3435,Transportation,-5.14,
6/2/17,6/2/17,PURCHASE AUTHORIZED ON 05/31 SEASONS CULINARY S WASHINGTON DC S387151618449361 CARD 3435,Dining,-7.65,
6/1/17,6/1/17,SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXX9198,Savings,-3,
6/1/17,6/1/17,Hello Digit Inc. Savings WJpCYb9ILzWygpA Brittany Mayes,Savings,-6.4,
6/1/17,6/1/17,NFCU ACH PAYMENT 170531 787779820000002 BRITTANY MAYES,Payment,-658.52,
6/1/17,6/1/17,ONLINE TRANSFER REF #IBENCP43J9 TO COLLEGE CARD XXXXXXXXXXXX1764 ON 06/01/17,Savings,-139.78,
6/1/17,6/1/17,PURCHASE AUTHORIZED ON 05/31 LYFT *RIDE TUE 1 LYFT.COM CA S307151521001335 CARD 3435,Transportation,-4.03,
6/1/17,6/1/17,NATL PUB RADIO PAYROLL 170530 XXXXX0379 Mayes Brittany,Paycheck,,1491.6
